natural_query	sql_query	result	from_to_where	after_froM	after_from
What is the average combined score in games between the New Orleans Pelicans and Memphis Grizzlies compared to the league average in the 2021 season?	SELECT    (SELECT AVG(pts_home + pts_away)     FROM game     WHERE (team_name_home = 'New Orleans Pelicans' AND team_name_away = 'Memphis Grizzlies')       OR (team_name_home = 'Memphis Grizzlies' AND team_name_away = 'New Orleans Pelicans')    AND season_id = '22021') AS pelgrizzlies_avg,   (SELECT AVG(pts_home + pts_away) FROM game WHERE season_id = '22021') AS league_avg,   (SELECT AVG(pts_home + pts_away)     FROM game     WHERE (team_name_home = 'New Orleans Pelicans' AND team_name_away = 'Memphis Grizzlies')       OR (team_name_home = 'Memphis Grizzlies' AND team_name_away = 'New Orleans Pelicans')    AND season_id = '22021') -    (SELECT AVG(pts_home + pts_away) FROM game WHERE season_id = '22021') AS difference FROM game LIMIT 1;	216.380952380952 | 221.231707317073 | -4.85075493612078	game	game	game
What was the average margin of victory for the Boston Celtics in home games during the 2000 season?	SELECT AVG(pts_home - pts_away) AS avg_victory_margin FROM game WHERE team_name_home = 'Boston Celtics' AND wl_home = 'W' AND season_id = '22000';	9.75	game	game	game
What was the free throw percentage difference between the Washington Wizards and Charlotte Hornets in their closest game since 2010?	SELECT ABS(g.ft_pct_home - g.ft_pct_away) AS ft_pct_diff FROM game g WHERE ((g.team_name_home = 'Washington Wizards' AND g.team_name_away = 'Charlotte Hornets')     OR (g.team_name_home = 'Charlotte Hornets' AND g.team_name_away = 'Washington Wizards')) AND CAST(SUBSTR(g.season_id, 2) AS INTEGER) >= 2010 ORDER BY ABS(g.pts_home - g.pts_away) ASC LIMIT 1;	0.054	game g	game	game
Which team had the biggest improvement in home court defensive rebounding from the 2017 to 2018 season?	SELECT team_name_home,         AVG(CASE WHEN season_id = '22018' THEN dreb_home END) -        AVG(CASE WHEN season_id = '22017' THEN dreb_home END) AS dreb_improvement FROM game WHERE season_id IN ('22017', '22018') GROUP BY team_name_home ORDER BY dreb_improvement DESC LIMIT 1;	Milwaukee Bucks | 9.90243902439024 	game	game	game
What was the average points per game for the Indiana Pacers in home games where they attempted more three-pointers than their season average?	WITH season_avg AS (   SELECT AVG(fg3a_home) AS avg_3pa   FROM game   WHERE team_name_home = 'Indiana Pacers'   AND season_id = '22018' ) SELECT AVG(g.pts_home) AS avg_points FROM game g, season_avg s WHERE g.team_name_home = 'Indiana Pacers' AND g.season_id = '22018' AND g.fg3a_home > s.avg_3pa;	106.7894737	game	game	game
What was the combined free throw percentage for the Oklahoma City Thunder and Houston Rockets in their highest scoring playoff game?	SELECT (g.ftm_home + g.ftm_away) * 100.0 / NULLIF((g.fta_home + g.fta_away), 0) AS combined_ft_pct FROM game g WHERE ((g.team_name_home = 'Oklahoma City Thunder' AND g.team_name_away = 'Houston Rockets')     OR (g.team_name_home = 'Houston Rockets' AND g.team_name_away = 'Oklahoma City Thunder')) AND g.season_type = 'Playoffs' ORDER BY (g.pts_home + g.pts_away) DESC LIMIT 1;	86.36363636	game g	game	game
Which opponent did the Toronto Raptors have the highest average point differential against in home games during the 2019 championship season?	SELECT team_name_away, AVG(pts_home - pts_away) AS avg_point_diff FROM game WHERE team_name_home = 'Toronto Raptors' AND season_id = '22019' GROUP BY team_name_away ORDER BY avg_point_diff DESC LIMIT 1;	New York Knicks | 28.0 	game	game	game
What was the difference in three-point shooting volume (attempts) between the Golden State Warriors and their opponents in home games during their record-breaking 2016 season?	SELECT AVG(fg3a_home - fg3a_away) AS three_point_attempt_diff FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '22016';	3.195121951	game	game	game
In games where the Chicago Bulls recorded more than 10 steals at home, what was their win percentage during the 1998 season?	SELECT COUNT(CASE WHEN wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*) AS win_percentage FROM game WHERE team_name_home = 'Chicago Bulls' AND stl_home > 10 AND season_id = '21998';	42.85714286	game	game	game
What was the average points scored by the Miami Heat in games where they had a higher field goal percentage than their opponent but still lost at home?	SELECT AVG(pts_home) AS avg_points FROM game WHERE team_name_home = 'Miami Heat' AND fg_pct_home > fg_pct_away AND wl_home = 'L';	95.70833333	game	game	game
Which team had the highest ratio of three-point makes to total field goal attempts in home games during the 2021 season?	SELECT team_name_home, SUM(fg3m_home) * 1.0 / NULLIF(SUM(fga_home), 0) AS three_point_ratio FROM game WHERE season_id = '22021' GROUP BY team_name_home ORDER BY three_point_ratio DESC LIMIT 1;	Golden State Warriors | 0.171539961013645 	game	game	game
What was the average points per game the Portland Trail Blazers scored at home in games where they grabbed more offensive rebounds than their opponents during the 2018 season?	SELECT AVG(pts_home) AS avg_points FROM game WHERE team_name_home = 'Portland Trail Blazers' AND oreb_home > oreb_away AND season_id = '22018';	116.4583333	game	game	game
What was the difference in average home winning margin between the Denver Nuggets and Utah Jazz in seasons where both teams made the playoffs?	SELECT    (SELECT AVG(pts_home - pts_away)     FROM game     WHERE team_name_home = 'Denver Nuggets'     AND wl_home = 'W'    AND season_id IN (SELECT DISTINCT season_id FROM game WHERE season_type = 'Playoffs' AND team_name_home = 'Denver Nuggets')) -   (SELECT AVG(pts_home - pts_away)     FROM game     WHERE team_name_home = 'Utah Jazz'     AND wl_home = 'W'    AND season_id IN (SELECT DISTINCT season_id FROM game WHERE season_type = 'Playoffs' AND team_name_home = 'Utah Jazz')) AS margin_difference FROM game LIMIT 1;	1.549491596	game	game	game
What was the average margin of victory for the Detroit Pistons in home games where they scored more than 100 points and allowed fewer than 90 points?	SELECT AVG(pts_home - pts_away) AS avg_victory_margin FROM game WHERE team_name_home = 'Detroit Pistons' AND pts_home > 100 AND pts_away < 90;	23.5	game	game	game
In which season did the Cleveland Cavaliers have the highest ratio of assists to turnovers in home games? 	SELECT season_id, SUM(ast_home) * 1.0 / NULLIF(SUM(tov_home), 0) AS assist_to_turnover_ratio FROM game WHERE team_name_home = 'Cleveland Cavaliers' GROUP BY season_id ORDER BY assist_to_turnover_ratio DESC LIMIT 1;	21984 | 29.7948717948718 	game	game	game
What was the field goal percentage difference between the Minnesota Timberwolves and San Antonio Spurs in their highest combined scoring game?	SELECT    CASE      WHEN team_name_home = 'Minnesota Timberwolves' THEN fg_pct_home - fg_pct_away     ELSE fg_pct_away - fg_pct_home   END AS twolves_fg_pct_advantage FROM game WHERE (team_name_home = 'Minnesota Timberwolves' AND team_name_away = 'San Antonio Spurs')    OR (team_name_home = 'San Antonio Spurs' AND team_name_away = 'Minnesota Timberwolves') ORDER BY (pts_home + pts_away) DESC LIMIT 1;	0.042	game	game	game
What was the difference in three-point shooting accuracy between the Houston Rockets and their opponents in home games during the 2018 season?	SELECT AVG(fg3_pct_home - fg3_pct_away) AS three_pt_percentage_diff FROM game WHERE team_name_home = 'Houston Rockets' AND season_id = '22018';	0.01543902439	game	game	game
What was the highest combined steals and blocks total for the Toronto Raptors in any home game during their championship season?	SELECT MAX(stl_home + blk_home) AS combined_steals_blocks FROM game WHERE team_name_home = 'Toronto Raptors' AND season_id = '22019';	24	game	game	game
What was the highest number of points the Golden State Warriors scored in a game where they shot below their season average from three-point range?	WITH season_avg AS (   SELECT AVG(fg3_pct_home) AS avg_3pt_pct   FROM game   WHERE team_name_home = 'Golden State Warriors'   AND season_id = '22016' ) SELECT MAX(g.pts_home) AS max_points FROM game g, season_avg s WHERE g.team_name_home = 'Golden State Warriors' AND g.season_id = '22016' AND g.fg3_pct_home < s.avg_3pt_pct;	142	game	game	game
Which team had the highest average combined offensive and defensive rebounds in home games during the 2017 season?	SELECT team_name_home, AVG(oreb_home + dreb_home) AS avg_total_rebounds FROM game WHERE season_id = '22017' GROUP BY team_name_home ORDER BY avg_total_rebounds DESC LIMIT 1;	Philadelphia 76ers | 48.9512195121951 	game	game	game
What was the difference in points per field goal attempt between the Philadelphia 76ers and their opponents in home games during the 2018 season?	SELECT AVG((pts_home / NULLIF(fga_home, 0)) - (pts_away / NULLIF(fga_away, 0))) AS ppfga_diff FROM game WHERE team_name_home = 'Philadelphia 76ers' AND season_id = '22018';	0.1332818787	game	game	game
Which season saw the Boston Celtics record their highest average steal-to-turnover ratio in home games?	SELECT season_id, SUM(stl_home) * 1.0 / NULLIF(SUM(tov_home), 0) AS steal_to_turnover_ratio FROM game WHERE team_name_home = 'Boston Celtics' GROUP BY season_id ORDER BY steal_to_turnover_ratio DESC LIMIT 1;	12017 | 0.851851851851852 	game	game	game
What was the average rebounding margin for the San Antonio Spurs in home games where they shot above 50% from the field?	SELECT AVG(reb_home - reb_away) AS avg_rebound_margin FROM game WHERE team_name_home = 'San Antonio Spurs' AND fg_pct_home > 0.5;	5.122781065	game	game	game
What was the average free throw attempt difference between the Denver Nuggets and their opponents in home games they lost during the 2017 season?	SELECT AVG(fta_home - fta_away) AS avg_fta_diff FROM game WHERE team_name_home = 'Denver Nuggets' AND wl_home = 'L' AND season_id = '22017';	3.9	game	game	game
What was the highest number of points scored by the Brooklyn Nets in any home game during the 2019 season?	SELECT MAX(pts_home) AS max_points FROM game WHERE team_name_home = 'Brooklyn Nets' AND season_id = '22019';	139	game	game	game
What is the average number of assists per game for the Boston Celtics when playing at home versus away?	SELECT    (SELECT AVG(ast_home) FROM game WHERE team_name_home = 'Boston Celtics') AS avg_home_assists,   (SELECT AVG(ast_away) FROM game WHERE team_name_away = 'Boston Celtics') AS avg_away_assists FROM game LIMIT 1;	24.8868921775899 | 22.7171122994652 	game	game	game
Which team had the best three-point shooting percentage in home games during the 2020 season?	SELECT team_name_home, AVG(fg3_pct_home) AS avg_3pt_pct FROM game WHERE season_id = '22020' GROUP BY team_name_home ORDER BY avg_3pt_pct DESC LIMIT 1;	LA Clippers | 0.423777777777778	game	game	game
What was the total number of blocks recorded by the Milwaukee Bucks in home games during the 2018 season?	SELECT SUM(blk_home) AS total_blocks FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22018';	238	game	game	game
What is the win percentage for the Chicago Bulls in home games where they scored more than 100 points?	SELECT COUNT(CASE WHEN wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*) AS win_percentage FROM game WHERE team_name_home = 'Chicago Bulls' AND pts_home > 100;	75.7531227	game	game	game
Which opponent did the Miami Heat have their largest margin of victory against in a home game?	SELECT team_name_away, MAX(pts_home - pts_away) AS victory_margin FROM game WHERE team_name_home = 'Miami Heat' AND wl_home = 'W' GROUP BY team_name_away ORDER BY victory_margin DESC LIMIT 1;	Los Angeles Clippers | 43.0 	game	game	game
What is the difference in free throw percentage between the Philadelphia 76ers and their opponents in home games?	SELECT AVG(ft_pct_home - ft_pct_away) AS ft_pct_diff FROM game WHERE team_name_home = 'Philadelphia 76ers';	-0.0004981519507	game	game	game
Which team had the lowest average turnovers per game at home during the 2019 season?	SELECT team_name_home, AVG(tov_home) AS avg_turnovers FROM game WHERE season_id = '22019' GROUP BY team_name_home ORDER BY avg_turnovers ASC LIMIT 1;	Dallas Mavericks | 12.8421052631579 	game	game	game
What was the rebounding differential in games between the Toronto Raptors and Boston Celtics?	SELECT AVG(   CASE      WHEN team_name_home = 'Toronto Raptors' THEN reb_home - reb_away     ELSE reb_away - reb_home   END ) AS avg_reb_diff FROM game WHERE (team_name_home = 'Toronto Raptors' AND team_name_away = 'Boston Celtics')    OR (team_name_home = 'Boston Celtics' AND team_name_away = 'Toronto Raptors');	-0.9302325581	game	game	game
What is the total number of points scored by the Houston Rockets in home games against the Los Angeles Lakers?	SELECT SUM(pts_home) AS total_points FROM game WHERE team_name_home = 'Houston Rockets' AND team_name_away = 'Los Angeles Lakers';	11849	game	game	game
Which team had the highest percentage of points coming from free throws in home games during the 2018 season?	SELECT team_name_home, SUM(ftm_home) * 100.0 / SUM(pts_home) AS ft_points_percentage FROM game WHERE season_id = '22018' GROUP BY team_name_home ORDER BY ft_points_percentage DESC LIMIT 1;	Philadelphia 76ers | 18.8943894389439 	game	game	game
What was the assist-to-turnover ratio for the Golden State Warriors in home games during their 2016 record-breaking season?	SELECT SUM(ast_home) * 1.0 / NULLIF(SUM(tov_home), 0) AS assist_turnover_ratio FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '22016';	2.186356073	game	game	game
What is the average combined score in games where the San Antonio Spurs played at home during the 2019 season?	SELECT AVG(pts_home + pts_away) AS avg_combined_score FROM game WHERE team_name_home = 'San Antonio Spurs' AND season_id = '22019';	227.6764706	game	game	game
What was the field goal percentage difference between the Dallas Mavericks and their opponents in home games they lost by less than 5 points?	SELECT AVG(fg_pct_home - fg_pct_away) AS fg_pct_diff FROM game WHERE team_name_home = 'Dallas Mavericks' AND wl_home = 'L' AND (pts_away - pts_home) < 5;	-0.0273315508	game	game	game
What was the largest combined rebound total in any game between the New York Knicks and Brooklyn Nets?	SELECT MAX(reb_home + reb_away) AS max_combined_rebounds FROM game WHERE (team_name_home = 'New York Knicks' AND team_name_away = 'Brooklyn Nets')    OR (team_name_home = 'Brooklyn Nets' AND team_name_away = 'New York Knicks');	110	game	game	game
