natural_query	sql_query	result
Which players scored 50 or more points in a game during the 1990s?	SELECT      game_id,     game_date,     CASE          WHEN pts_home >= 50 THEN team_name_home         ELSE team_name_away     END AS team_name,     CASE          WHEN pts_home >= 50 THEN pts_home         ELSE pts_away     END AS points FROM game WHERE (pts_home >= 50 OR pts_away >= 50) AND CAST(SUBSTR(season_id, 2) AS INTEGER) BETWEEN 1990 AND 1999 ORDER BY points DESC	
What team had the highest average number of fast break points per game in the 2005 season and how many of those points did they score? 	SELECT team_name, AVG(fastbreak_pts) AS avg_fastbreak_pts FROM (     SELECT g.team_name_home AS team_name, os.pts_fb_home AS fastbreak_pts     FROM game g     JOIN other_stats os ON g.game_id = os.game_id     WHERE g.season_id = '22005'     UNION ALL     SELECT g.team_name_away AS team_name, os.pts_fb_away AS fastbreak_pts     FROM game g     JOIN other_stats os ON g.game_id = os.game_id     WHERE g.season_id = '22005' ) AS all_teams GROUP BY team_name ORDER BY avg_fastbreak_pts DESC LIMIT 1	Denver Nuggets | 16.1641791044776
How many games did the Golden State Warriors win by 20 or more points during their 73-win season?	 SELECT COUNT(*) AS blowout_wins FROM (     SELECT game_id     FROM game     WHERE season_id = '22016'     AND ((team_name_home = 'Golden State Warriors' AND wl_home = 'W' AND plus_minus_home >= 20)     OR (team_name_away = 'Golden State Warriors' AND wl_away = 'W' AND plus_minus_away >= 20)) ) AS big_wins	23
What was the most common final score in NBA games during the 2000s and how many times did it happen? 	SELECT      pts_home || '-' || pts_away AS score,     COUNT(*) AS frequency FROM game WHERE CAST(SUBSTR(season_id, 2) AS INTEGER) BETWEEN 2000 AND 2009 GROUP BY score ORDER BY frequency DESC LIMIT 1	97.0-92.0 | 29 
How many times did a team score 100 or more points but still lose the game in the 2020 season?	SELECT COUNT(*) AS high_scoring_losses FROM (     SELECT game_id     FROM game     WHERE season_id = '22020'     AND ((pts_home >= 100 AND wl_home = 'L')     OR (pts_away >= 100 AND wl_away = 'L')) ) AS games	769
Which year saw the highest average points per game in NBA history?	SELECT      SUBSTR(season_id, 2) AS year,     AVG(pts_home + pts_away) / 2 AS avg_pts_per_team FROM game GROUP BY year ORDER BY avg_pts_per_team DESC LIMIT 1	1960 | 142.0 
What team had the worst free throw percentage in games they won during the 2007 season?	SELECT team_name, AVG(ft_pct) AS avg_ft_pct_in_wins FROM (     SELECT team_name_home AS team_name, ft_pct_home AS ft_pct     FROM game     WHERE season_id = '22007' AND wl_home = 'W'     UNION ALL     SELECT team_name_away AS team_name, ft_pct_away AS ft_pct     FROM game     WHERE season_id = '22007' AND wl_away = 'W' ) AS winning_games GROUP BY team_name ORDER BY avg_ft_pct_in_wins ASC LIMIT 1	Cleveland Cavaliers | 0.717622222222222 
How many times have the Los Angeles Lakers scored more than 120 points in a game but still lost?	SELECT COUNT(*) AS high_scoring_losses FROM (     SELECT game_id     FROM game     WHERE (team_name_home = 'Los Angeles Lakers' AND pts_home > 120 AND wl_home = 'L')     OR (team_name_away = 'Los Angeles Lakers' AND pts_away > 120 AND wl_away = 'L') ) AS games	90
Which team had the most offensive rebounds in the 2009 season?	SELECT team_name, SUM(oreb) AS total_offensive_rebounds FROM (     SELECT team_name_home AS team_name, oreb_home AS oreb     FROM game     WHERE season_id = '22009'     UNION ALL     SELECT team_name_away AS team_name, oreb_away AS oreb     FROM game     WHERE season_id = '22009' ) AS all_teams GROUP BY team_name ORDER BY total_offensive_rebounds DESC LIMIT 1	Memphis Grizzlies | 1070.0 
Which team had the best away record in the 2018 season?	SELECT      team_name_away AS team  FROM game  WHERE season_id = '22018'  GROUP BY team_name_away  ORDER BY CAST(SUM(CASE WHEN wl_away = 'W' THEN 1 ELSE 0 END) AS FLOAT) / COUNT(*) DESC  LIMIT 1	
Which team had the best overall record in the 2010 season?	WITH home_records AS (     SELECT          team_name_home AS team_name,         SUM(CASE WHEN wl_home = 'W' THEN 1 ELSE 0 END) AS wins,         COUNT(*) AS games_played     FROM game     WHERE season_id = '22010'     GROUP BY team_name_home ), away_records AS (     SELECT          team_name_away AS team_name,         SUM(CASE WHEN wl_away = 'W' THEN 1 ELSE 0 END) AS wins,         COUNT(*) AS games_played     FROM game     WHERE season_id = '22010'     GROUP BY team_name_away ) SELECT      h.team_name AS team,     (h.wins + a.wins) AS total_wins,     (h.games_played + a.games_played - h.wins - a.wins) AS total_losses,     CAST((h.wins + a.wins) AS FLOAT) / (h.games_played + a.games_played) AS win_percentage FROM home_records h JOIN away_records a ON h.team_name = a.team_name ORDER BY win_percentage DESC LIMIT 1	Chicago Bulls | 62 | 20 | 0.75609756097561 
Which team had the worst overall record in the 2017 season?	WITH home_records AS (     SELECT          team_name_home AS team_name,         SUM(CASE WHEN wl_home = 'W' THEN 1 ELSE 0 END) AS wins,         COUNT(*) AS games_played     FROM game     WHERE season_id = '22017'     GROUP BY team_name_home ), away_records AS (     SELECT          team_name_away AS team_name,         SUM(CASE WHEN wl_away = 'W' THEN 1 ELSE 0 END) AS wins,         COUNT(*) AS games_played     FROM game     WHERE season_id = '22017'     GROUP BY team_name_away ) SELECT      h.team_name AS team,     (h.wins + a.wins) AS total_wins,     (h.games_played + a.games_played - h.wins - a.wins) AS total_losses,     CAST((h.wins + a.wins) AS FLOAT) / (h.games_played + a.games_played) AS win_percentage FROM home_records h JOIN away_records a ON h.team_name = a.team_name ORDER BY win_percentage ASC LIMIT 1	Phoenix Suns | 21 | 61 | 0.25609756097561 
What was the highest number of points scored by the Boston Celtics in a home game during the 2020 season?	SELECT MAX(pts_home) AS max_points, team_name_home, season_id FROM game WHERE team_name_home = 'Boston Celtics'  AND season_id = '22020' GROUP BY team_name_home, season_id;	145.0 | Boston Celtics | 22020 
Which team had the largest home court lead in any game against the Los Angeles Lakers?	SELECT team_city_home AS home_team, largest_lead_home AS max_lead FROM other_stats JOIN game ON other_stats.game_id = game.game_id WHERE team_name_away = 'Los Angeles Lakers' ORDER BY largest_lead_home DESC LIMIT 1;	Utah | 53 
How many fastbreak points did the Miami Heat score at home in their highest scoring game of the 2019 season?	SELECT o.pts_fb_home AS fastbreak_points, g.pts_home AS total_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Miami Heat' AND g.season_id = '22019' ORDER BY g.pts_home DESC LIMIT 1;	8 | 137.0 
What is the total number of three-pointers made by the Golden State Warriors at home versus the Cleveland Cavaliers in all seasons combined?	SELECT SUM(fg3m_home) AS total_threes FROM game WHERE team_name_home = 'Golden State Warriors' AND team_name_away = 'Cleveland Cavaliers';	407
What was the combined rebound total for the Toronto Raptors and Brooklyn Nets in their highest scoring game against each other?	SELECT MAX(g.pts_home + g.pts_away) AS total_points,        g.reb_home + g.reb_away AS total_rebounds FROM game g WHERE (g.team_name_home = 'Toronto Raptors' AND g.team_name_away = 'Brooklyn Nets')    OR (g.team_name_home = 'Brooklyn Nets' AND g.team_name_away = 'Toronto Raptors') ORDER BY total_points DESC LIMIT 1;	272.0 | 101.0 
 What is the average number of points scored in the paint by the Philadelphia 76ers at home in games they won versus games they lost?	SELECT    (SELECT AVG(o.pts_paint_home)     FROM game g     JOIN other_stats o ON g.game_id = o.game_id     WHERE g.team_name_home = 'Philadelphia 76ers' AND g.wl_home = 'W') AS avg_paint_points_wins,   (SELECT AVG(o.pts_paint_home)     FROM game g     JOIN other_stats o ON g.game_id = o.game_id     WHERE g.team_name_home = 'Philadelphia 76ers' AND g.wl_home = 'L') AS avg_paint_points_losses FROM game LIMIT 1;	42.4105461393597 | 41.4549763033175 
When did the Phoenix Suns and San Antonio Spurs have their closest game in terms of final score difference?	SELECT g.game_date, ABS(g.pts_home - g.pts_away) AS score_difference FROM game g WHERE (g.team_name_home = 'Phoenix Suns' AND g.team_name_away = 'San Antonio Spurs')    OR (g.team_name_home = 'San Antonio Spurs' AND g.team_name_away = 'Phoenix Suns') ORDER BY score_difference ASC LIMIT 1;	1982-11-07 00:00:00 | 1.0 
What was the average free throw percentage for the New York Knicks in games where they scored more than 100 points at home during the 2018 season?	SELECT AVG(ft_pct_home) AS avg_ft_percentage FROM game WHERE team_name_home = 'New York Knicks' AND pts_home > 100 AND season_id = '22018';	0.7675555556
In which season did the Los Angeles Lakers have the highest average points in the paint at home?	SELECT g.season_id, AVG(o.pts_paint_home) AS avg_paint_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Los Angeles Lakers' GROUP BY g.season_id ORDER BY avg_paint_points DESC LIMIT 1;	22018 | 54.4242424242424 
What was the combined steals total for the Houston Rockets and Oklahoma City Thunder in their highest scoring matchup?	SELECT g.stl_home + g.stl_away AS total_steals,        g.pts_home + g.pts_away AS total_points FROM game g WHERE (g.team_name_home = 'Houston Rockets' AND g.team_name_away = 'Oklahoma City Thunder')    OR (g.team_name_home = 'Oklahoma City Thunder' AND g.team_name_away = 'Houston Rockets') ORDER BY total_points DESC LIMIT 1;	15.0 | 274.0 
What was the largest point differential in any game between the Boston Celtics and the Los Angeles Lakers?	SELECT ABS(pts_home - pts_away) AS point_differential FROM game WHERE (team_name_home = 'Boston Celtics' AND team_name_away = 'Los Angeles Lakers')    OR (team_name_home = 'Los Angeles Lakers' AND team_name_away = 'Boston Celtics') ORDER BY point_differential DESC LIMIT 1;	39
What's the total number of blocks the Milwaukee Bucks recorded at home in the 2019 season compared to the 2020 season?	SELECT    (SELECT SUM(blk_home) FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22019') AS blocks_2019,   (SELECT SUM(blk_home) FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22020') AS blocks_2020,   (SELECT SUM(blk_home) FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22020') -    (SELECT SUM(blk_home) FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22019') AS blocks_difference FROM game LIMIT 1;	207.0 | 171.0 | -36.0 
Which opponent did the Golden State Warriors have the most lead changes against in a single home game?	SELECT o.team_city_away AS opponent, o.lead_changes FROM other_stats o JOIN game g ON o.game_id = g.game_id WHERE g.team_name_home = 'Golden State Warriors' ORDER BY o.lead_changes DESC LIMIT 1;	Seattle | 33 
What was the shooting efficiency (field goal percentage) difference between the Toronto Raptors and their opponents in home games they won during the 2019 season?	SELECT AVG(fg_pct_home - fg_pct_away) AS fg_pct_differential FROM game WHERE team_name_home = 'Toronto Raptors' AND wl_home = 'W' AND season_id = '22019';	0.07526923077
In games where the Miami Heat scored more than 110 points at home, what was their average rebounding advantage over opponents?	SELECT AVG(reb_home - reb_away) AS avg_rebound_advantage FROM game WHERE team_name_home = 'Miami Heat' AND pts_home > 110;	4.68079096
What was the date of the game with the most combined second-chance points between the Philadelphia 76ers and the Brooklyn Nets?	SELECT g.game_date, (o.pts_2nd_chance_home + o.pts_2nd_chance_away) AS total_second_chance_pts FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_name_home = 'Philadelphia 76ers' AND g.team_name_away = 'Brooklyn Nets')    OR (g.team_name_home = 'Brooklyn Nets' AND g.team_name_away = 'Philadelphia 76ers') ORDER BY total_second_chance_pts DESC LIMIT 1;	2012-10-19 00:00:00 | 49 
How many points did the Chicago Bulls score from fastbreaks and points off turnovers combined in their highest scoring home game of the 2017 season?	SELECT (o.pts_fb_home + o.pts_off_to_home) AS transition_points, g.pts_home FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Chicago Bulls' AND g.season_id = '22017' ORDER BY g.pts_home DESC LIMIT 1;	28 | 123.0 
In which season did the Portland Trail Blazers have the best home court free throw shooting percentage in games they lost?	SELECT season_id, AVG(ft_pct_home) AS avg_ft_pct FROM game WHERE team_name_home = 'Portland Trail Blazers' AND wl_home = 'L' GROUP BY season_id ORDER BY avg_ft_pct DESC LIMIT 1;	42000 | 0.923 
What was the offensive rebound difference between the Denver Nuggets and Minnesota Timberwolves in their highest combined scoring game?	SELECT    CASE      WHEN g.team_name_home = 'Denver Nuggets' THEN g.oreb_home - g.oreb_away     ELSE g.oreb_away - g.oreb_home   END AS nuggets_oreb_advantage FROM game g WHERE (g.team_name_home = 'Denver Nuggets' AND g.team_name_away = 'Minnesota Timberwolves')    OR (g.team_name_home = 'Minnesota Timberwolves' AND g.team_name_away = 'Denver Nuggets') ORDER BY (g.pts_home + g.pts_away) DESC LIMIT 1;	0
What is the average number of points in the paint scored by the Sacramento Kings at home in the first half of the 2018 season compared to the second half?	SELECT    (SELECT AVG(o.pts_paint_home)     FROM game g     JOIN other_stats o ON g.game_id = o.game_id     WHERE g.team_name_home = 'Sacramento Kings'     AND g.season_id = '22018'    AND CAST(strftime('%m', g.game_date) AS INTEGER) <= 6) AS first_half_avg,   (SELECT AVG(o.pts_paint_home)     FROM game g     JOIN other_stats o ON g.game_id = o.game_id     WHERE g.team_name_home = 'Sacramento Kings'     AND g.season_id = '22018'    AND CAST(strftime('%m', g.game_date) AS INTEGER) > 6) AS second_half_avg FROM game LIMIT 1;	51.3 | 49.5 
What was the largest lead held by the Orlando Magic in any game where they eventually lost at home?	SELECT o.largest_lead_home AS largest_lead, g.game_date FROM other_stats o JOIN game g ON o.game_id = g.game_id WHERE g.team_name_home = 'Orlando Magic' AND g.wl_home = 'L' ORDER BY o.largest_lead_home DESC LIMIT 1;	46 | 2017-11-18 00:00:00
